"prof","slogan","politician","econ","name","race","sex","order","choice","sec","corrup","emp","id","age","sex_respondent","state","income","trust_civpol","trust_milpol","trust_congress","trust_minpub","trust_mayor","trust_vereadores","trust_army","legit_1","legit_2","legit_3","legit_4","legit_5","contact_civpol","contact_milpol","contact_guarda","contact_saude","contact_educ","crime_victim","problem_corruption","problem_health","problem_security","problem_inequality","problem_unemployment","problem_other","covid_eval","covid_contact","ideology_self","ideology_mayor","ideology_president","vote","pres_vote_2018","party_mayor","party_self","auth_1","auth_2","auth_3","auth_4","religion","race_respondent","city","cep","urban","education"
"doctor","generic","novice","right","Isabella Nunes","black","female",1,2,3,2,3,"R_VQ236cKZLpIfbk5",7,1,15,6,3,2,2,4,2,3,1,1,2,2,1,1,1,3,2,4,4,1,5,4,2,1,3,"planejamento urbano",3,6,1,6,7,2,3,2,10,2,1,2,1,7,"1","Santa Rita","58301-000",2,6
"professor","jobs","politician","right","Bernardo Teixeira","white","male",1,1,5,1,1,"R_vSs8imfiKyAzRpD",11,1,25,7,4,4,2,4,4,3,4,3,5,5,5,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,"Não ",3,5,3,4,5,1,9,17,12,1,2,1,2,2,"3","Nova Odessa ","13387734",2,3
"doctor","jobs","politician","right","Isabella Nunes","white","female",1,2,2,3,3,"R_vTZZ3qNgIPgJS9P",46,1,13,3,3,4,3,4,3,2,4,3,2,3,2,3,1,1,1,2,2,2,1,2,3,5,4,"",4,8,4,5,6,2,3,12,4,1,2,1,2,2,"4","Belo Horizonte","31130400",2,5
"captain","jobs","novice","left","Bernardo Teixeira","black","male",1,1,1,1,1,"R_vuDCGlidSrBTowp",3,1,13,7,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,5,2,3,"",2,1,3,3,1,2,10,17,12,2,2,1,2,8,"1","Belo Horizonte","29215-660",2,3
"police","generic","politician","right","Cecilia Machado","pardo","female",1,3,2,4,4,"R_vuUMpkPt08PUR2N",27,1,25,2,4,2,1,3,1,1,4,1,1,4,4,2,1,3,1,2,5,1,3,2,4,5,1,"Moradia aos necessitados",2,12,NA,5,7,1,9,4,12,1,2,1,2,2,"4","São Paulo","4864190",2,4
"doctor","jobs","politician","left","Nicolas Duarte","white","male",1,1,3,2,4,"R_vwTUyaO97j12ygF",10,2,19,7,3,3,2,3,3,1,2,5,5,5,5,5,1,3,4,5,1,1,1,2,3,4,5,"",3,1,1,2,1,1,9,9,6,1,2,2,NA,7,"4","Engenho para s","14873045797",1,4
"doctor","corruption","politician","right","Nicolas Duarte","white","male",1,3,2,2,2,"R_W6ZEdHcXyDSoVZ7",40,2,25,3,2,3,1,2,4,4,4,2,3,3,2,1,2,3,1,3,2,2,4,3,5,1,2,"Preservação do Meio Ambiente ",5,12,1,2,7,2,3,17,12,1,NA,2,NA,1,"4","Santa Cruz do Rio Pardo ","18900000",2,5
"police","jobs","novice","left","Hector Amaral","black","male",1,1,2,4,1,"R_W727RtkChnECev7",20,1,13,3,5,5,1,1,1,2,5,2,2,3,2,4,3,1,3,4,5,1,1,3,5,2,4,"Trabalho",2,3,6,7,5,1,1,9,2,1,1,2,1,11,"1","Santana do Manhuaçu","36940000",2,3
"police","jobs","politician","right","Nicolas Duarte","black","male",1,2,2,3,2,"R_WCjrqvL4yVGGfzb",18,2,21,7,4,4,2,4,2,2,4,3,3,3,4,3,1,2,2,3,4,1,1,5,2,4,3,"Preconceito",4,1,4,6,7,2,1,7,12,1,2,1,2,4,"1","Bagé ","96400100",2,3
"captain","corruption","politician","left","Bernardo Teixeira","white","male",1,1,3,5,1,"R_WclHJE8JKRx2jEl",17,1,25,3,3,4,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,2,5,4,"educação",2,8,3,5,7,3,5,1,12,NA,NA,2,NA,1,"1","são paulo","8220450",2,5
"professor","jobs","politician","right","Isabella Nunes","pardo","female",1,4,3,2,2,"R_WdEugHfnssACjNT",7,1,22,2,4,4,2,2,2,2,4,4,3,4,3,3,1,1,1,4,2,3,2,1,4,5,3,"",4,5,4,3,2,2,10,17,12,2,2,1,1,2,"1","Ji-Paraná","76908116",2,4
"police","corruption","novice","right","Cecilia Machado","white","female",1,3,3,3,1,"R_wLekOd0DOEMBC01",48,1,9,6,2,2,1,1,1,1,5,2,2,1,2,2,1,1,2,2,1,2,3,4,5,2,1,"não cumprimento da constituição pelo STF",3,5,5,2,6,3,1,4,7,NA,NA,2,NA,2,"1","goiania","74230035",2,6
"captain","corruption","politician","right","Hector Amaral","white","male",1,3,3,3,3,"R_wNoE6rxdGEqsY7f",14,1,19,7,5,5,2,4,4,2,5,3,3,2,2,3,4,4,4,4,4,1,1,2,4,5,3,"POLITICAGEM",3,1,3,3,6,2,1,11,12,1,2,1,2,4,"3,4","Itaboraí","24856008",2,3
"pastor","jobs","politician","left","Cecilia Machado","white","female",1,1,1,3,2,"R_wRfFyluFMWTLXhL",15,2,24,3,3,2,1,1,1,2,3,1,2,3,1,2,1,1,1,1,1,1,1,3,4,5,2,"",1,1,4,2,5,3,1,1,12,NA,2,1,NA,4,"1","Itajaí ","88311152",2,5
"professor","jobs","politician","left","Hector Amaral","pardo","male",1,4,3,2,3,"R_Wv1NqDZP8V9GhiN",4,2,25,3,5,4,5,4,4,3,5,4,5,2,1,3,4,3,1,4,4,1,1,2,3,5,4,"Não ",4,9,5,3,4,3,2,4,1,1,2,1,1,4,"3","São Paulo","8151000",2,4
"doctor","jobs","politician","right","Hector Amaral","pardo","male",1,1,1,1,2,"R_x41FZmLKnEk8ySl",9,2,21,2,4,1,4,5,3,4,1,1,1,1,1,1,3,5,1,3,2,1,5,3,4,1,2,"a falta de segurança alimentar, violencia contra grupos específicos e falta de investimento em educação",1,5,1,7,7,3,3,4,10,2,1,2,1,1,"1","Porto Alegre","90040001",2,5
"captain","jobs","novice","right","Cecilia Machado","white","female",1,1,3,4,3,"R_x9Os828CLra0elz",49,1,17,5,5,5,3,3,2,3,5,4,4,5,4,3,3,4,3,2,3,2,1,2,3,4,5,"Educação",1,11,1,1,7,3,1,8,7,1,2,NA,NA,2,"1","Olinda","53130540",2,5
"police","corruption","novice","right","Isabella Nunes","pardo","female",1,1,2,3,4,"R_x9qFLuom5vUvdOV",24,1,19,7,3,3,1,2,3,1,4,1,1,2,1,1,1,1,1,1,3,1,1,3,4,5,2,"",NA,12,6,NA,1,2,3,3,12,1,2,1,NA,2,"1","Barra mansa","27351-720",2,5
"pastor","jobs","novice","left","Isabella Nunes","black","female",1,3,3,4,4,"R_xaY4U0cFcTW3uZb",32,1,14,2,4,4,1,4,1,2,5,2,2,4,1,3,1,1,1,4,1,1,3,4,5,1,2,"",3,11,5,1,7,2,1,14,12,1,2,NA,2,4,"4","Belém ","66087422",2,3
"professor","jobs","novice","left","Isabella Nunes","black","female",1,1,1,1,1,"R_xfviS55cXN0ets5",13,2,25,7,1,1,2,3,3,1,3,1,1,1,1,1,1,3,1,3,5,5,NA,NA,NA,NA,NA,"Fome",1,12,4,5,7,3,10,17,12,1,2,1,1,4,"1","Osasco","6160180",2,4
"doctor","generic","politician","left","Isabella Nunes","pardo","female",1,5,3,3,4,"R_xhFtqxyTlZMkRS9",3,2,5,3,1,1,5,4,5,3,1,1,1,2,1,1,1,1,2,3,5,3,5,1,2,4,3,"Desinformação",5,4,0,1,7,3,2,5,12,2,2,1,1,4,"3","Vitória da Conquista","45070-528",2,2
"police","corruption","politician","left","Olívia Mendes","pardo","female",1,1,4,2,2,"R_XIbAP3x4PuQ3PTH",15,2,16,1,5,2,2,5,5,2,2,2,2,3,2,3,1,1,1,5,1,1,1,3,2,5,4,"",2,12,2,3,7,3,11,3,13,2,NA,2,NA,2,"1","Maringá","870204000",2,5
"professor","jobs","politician","left","Olívia Mendes","white","female",1,1,2,5,2,"R_XjE1D8Q1MkSuDqp",31,2,25,3,4,4,4,4,5,4,5,2,1,1,1,1,2,2,1,3,2,NA,2,3,4,5,1,"Não",5,12,6,7,1,1,4,17,2,NA,2,NA,NA,2,"1","Ituverava","14500000",2,3
"police","jobs","politician","left","Hector Amaral","white","male",1,1,2,1,1,"R_xl96rmJ4jQVkdFv",42,2,19,3,4,2,1,4,4,2,4,4,1,1,1,2,1,1,1,2,2,1,4,1,3,5,2,"",5,3,4,NA,1,2,1,17,2,NA,NA,1,NA,7,"1","Rio de Janeiro","20560040",2,3
"professor","jobs","politician","left","Cecilia Machado","white","female",1,2,1,3,4,"R_XmM8wtGuohPGEgN",4,1,10,7,3,4,2,3,1,1,4,1,2,3,NA,2,1,1,1,1,2,2,3,1,5,2,4,"",2,2,3,6,5,2,10,17,10,1,1,2,1,1,"4","Codó Maranhão","65400000",1,3
"pastor","corruption","politician","right","Isabella Nunes","white","female",1,3,2,5,3,"R_XMueYqUS3lSCICZ",16,2,15,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,2,1,1,2,4,3,5,"Saúde públicas ",1,12,2,5,3,2,1,17,12,1,2,2,2,2,"4","Sapé ","58340000",2,3
"pastor","generic","politician","right","Hector Amaral","white","male",1,3,1,1,1,"R_XqaGxr22YC8Pt3r",26,1,13,3,4,4,1,4,1,1,5,3,4,5,4,4,1,1,1,1,3,1,1,2,3,4,5,"EDUCAÇÃO",3,12,5,4,7,2,1,2,12,1,2,1,1,2,"4","MURIAÉ","36884012",2,3
"pastor","corruption","politician","right","Hector Amaral","black","male",1,2,2,2,2,"R_xt1g0aljFHYi2Vb",41,1,25,3,4,4,4,4,4,3,4,4,4,4,4,3,1,2,1,3,3,1,NA,NA,NA,NA,NA,"eeucação pública",5,12,0,7,7,3,2,12,10,2,NA,NA,NA,2,"1","São Carlos . SP","13568835",2,4
"pastor","generic","novice","right","Bernardo Teixeira","white","male",1,3,3,3,3,"R_xuu2gMviQhd8YcF",10,2,25,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,4,1,5,2,3,"",NA,1,NA,NA,NA,2,10,17,12,1,1,1,1,2,"4","são paulo","2631000",2,3
"doctor","generic","novice","left","Bernardo Teixeira","pardo","male",1,1,2,1,1,"R_XY7F64ws7rT5uOR",50,1,9,5,4,4,1,5,4,1,5,2,2,4,5,4,1,2,1,2,3,1,3,5,4,2,1,"Prisão em 2.a instância ",4,6,5,6,5,3,1,8,12,1,2,1,2,2,"1","Goiânia ","74280-260",2,5
"police","corruption","politician","right","Bernardo Teixeira","white","male",1,3,1,3,2,"R_xyFcR5gWgY327Qt",23,3,25,1,3,1,1,1,3,1,3,3,1,3,1,4,1,1,1,1,3,1,5,4,2,1,3,"",1,5,0,7,7,2,3,4,12,1,1,2,2,1,"1","Itaquaquecetuba ","08570-790 ",2,5
"pastor","jobs","novice","left","Bernardo Teixeira","black","male",1,2,2,2,1,"R_yEZeoimGaqlW7HH",42,2,13,3,3,4,1,4,1,2,4,2,4,2,2,3,3,4,1,4,4,2,NA,NA,NA,NA,NA,"",4,12,0,7,7,3,2,8,1,1,2,1,2,6,"1","nanuque","39860000",2,5
"professor","generic","novice","left","Bernardo Teixeira","pardo","male",1,1,2,1,2,"R_yO2iOV9kdDTbdYZ",10,2,6,2,2,2,2,2,2,4,3,1,1,1,1,1,1,2,1,1,3,2,1,2,3,4,5,"Não",3,NA,3,3,6,2,3,11,12,1,2,1,2,2,"1","Fortaleza","60641050",2,5
"captain","jobs","novice","right","Hector Amaral","black","male",1,3,4,3,3,"R_yQ3H7mpCxNVdfot",6,2,5,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,4,1,5,3,2,"educação publica",2,3,3,4,5,2,10,17,12,2,2,1,2,4,"1","feira  de santana","44056232",2,3
"doctor","jobs","novice","right","Cecilia Machado","white","female",1,2,2,2,2,"R_yqAkEz1ZpqqYAnf",28,2,7,7,4,4,1,2,2,2,4,2,2,4,5,4,2,2,2,2,2,1,1,2,3,5,4,"",NA,NA,6,5,7,3,1,17,12,NA,2,1,NA,4,"1","Brasília ","7102017",2,5
"doctor","generic","politician","right","Bernardo Teixeira","white","male",1,4,2,1,1,"R_yR4yOYxhhN7xIfn",39,2,19,7,4,4,4,4,1,1,5,2,3,1,1,4,1,1,2,2,2,3,1,2,3,4,5,"",1,8,3,4,7,2,3,6,14,1,2,1,2,2,"4","Nilopolis","26520500",2,3
"police","corruption","politician","right","Hector Amaral","white","male",1,4,4,3,3,"R_YS0QBselKIkMnZf",22,2,16,3,4,3,1,5,3,3,5,3,4,3,3,3,1,2,1,1,2,2,1,2,3,4,5,"",3,11,5,5,5,2,1,17,9,NA,2,NA,NA,4,"1","Ponta Grossa ","84040040",2,5
"office","jobs","novice","right","Cecilia Machado","black","female",1,4,2,3,4,"R_ystKfUB7TDqIhvb",21,1,16,2,3,3,2,3,2,2,3,2,4,3,2,2,1,1,2,1,3,1,5,4,2,1,3,"",2,12,2,6,7,3,5,3,1,1,1,1,1,2,"1","Maringa","87010145",2,5
"office","jobs","novice","right","Cecilia Machado","white","female",1,4,1,1,4,"R_yU4lekw9r6EMFdD",15,1,10,1,5,3,2,5,1,1,4,4,4,2,1,2,1,1,1,1,1,1,3,2,4,5,1,"",3,12,3,4,4,1,9,4,12,1,2,1,2,7,"3","Paço do Lumiar","65130000",1,3
"police","jobs","politician","right","Isabella Nunes","black","female",1,4,3,3,2,"R_yU7Ulr9uqxkDD1L",9,2,21,3,4,4,2,4,2,2,4,4,3,4,4,3,2,1,2,2,5,1,1,2,4,5,3,"não",1,6,NA,1,5,2,1,11,12,2,1,2,1,1,"1","nova santa rita","92480000",2,5
"professor","generic","politician","right","Olívia Mendes","black","female",1,5,4,4,4,"R_YXqMXR8uzET2A37",34,1,14,3,2,1,2,4,2,2,2,1,1,2,4,1,2,4,1,4,4,1,1,3,4,5,2,"",4,12,1,7,7,3,3,9,1,1,2,1,2,2,"4","PORTO DE MOZ","68330000",2,3
"professor","jobs","politician","right","Isabella Nunes","white","female",1,1,2,1,1,"R_YYTYt0MYhjTokHD",30,2,25,7,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,3,"",5,3,3,2,2,1,9,17,12,1,2,1,2,2,"1","Guarulhos ","7131020",2,3
"professor","corruption","novice","right","Cecilia Machado","white","female",1,4,2,2,3,"R_yz4tHBiSNw4nuSt",11,1,24,3,5,5,2,4,4,4,5,4,5,5,5,4,1,1,1,2,1,1,1,5,4,2,3,"",5,1,4,6,6,3,1,3,8,1,2,1,2,2,"1","Chapecó","89809320",2,5
"captain","generic","politician","right","Nicolas Duarte","white","male",1,3,4,2,3,"R_z0a4vscyaystN2p",6,1,3,3,4,3,1,4,1,2,2,2,2,3,5,1,1,1,1,2,3,1,2,3,4,5,1,"",4,9,3,1,7,2,5,7,12,NA,1,NA,NA,4,"1","Santana","68927292",2,5
"professor","corruption","politician","left","Cecilia Machado","pardo","female",1,4,3,3,3,"R_Z1BTLdfyYLQ5eNz",54,1,4,1,4,4,4,5,4,4,5,4,4,4,4,4,1,1,1,1,1,1,1,3,4,2,5,"Educação",4,6,0,7,1,2,1,17,9,1,2,1,1,4,"4","Manaus","69036 720",2,3
"office","generic","politician","right","Isabella Nunes","white","female",1,2,3,4,4,"R_z742V5aBWJsnKq5",7,2,5,3,4,4,3,4,3,3,4,3,3,2,2,3,1,2,1,2,3,2,4,1,2,5,3,"",3,5,3,4,5,2,1,17,12,1,2,1,1,4,"4","Salvador","41300150",2,5
"office","corruption","novice","left","Olívia Mendes","black","female",1,1,1,2,2,"R_z8dY4aTMJumvjy1",39,1,25,3,4,3,2,3,2,1,3,1,4,1,1,1,1,1,1,3,3,1,2,4,5,1,3,"",2,3,0,NA,7,3,5,1,1,2,1,1,1,2,"1","Taubaté/SP","12070-590",2,5
"professor","generic","politician","right","Olívia Mendes","black","female",1,2,2,2,3,"R_ZBFgKAs3XQkWrwl",11,2,25,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,1,1,4,5,2,3,"",5,3,0,7,7,2,9,17,12,1,2,1,2,7,"3","São Paulo","4166003",2,5
"professor","corruption","politician","right","Cecilia Machado","black","female",1,3,2,3,2,"R_zbVuqZwvnVSGFj3",36,1,6,6,4,4,1,2,1,1,5,4,4,1,1,2,1,1,1,1,1,1,1,3,2,5,4,"Impunidade ",1,6,6,2,6,3,1,7,12,1,2,1,2,2,"4","Fortaleza ","60821-500 ",2,5
"captain","generic","politician","right","Cecilia Machado","pardo","female",1,4,2,2,2,"R_Ze3qECOcufmlgMV",24,1,15,7,2,3,3,1,3,1,3,2,2,2,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,"Não",1,4,4,5,6,2,2,11,1,NA,NA,1,2,4,"4","Paraíba","58418000",2,2
"pastor","generic","novice","right","Cecilia Machado","pardo","female",1,1,1,1,1,"R_ZeiHwYqMpVogel3",18,1,19,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,"Educação",1,5,NA,NA,4,3,9,17,12,1,2,1,2,1,"1","Rio de janeiro ","22780780",2,3
"police","generic","politician","left","Bernardo Teixeira","white","male",1,3,3,2,2,"R_zeWLpjSOrFHmxCp",43,2,20,7,4,2,2,3,2,2,4,3,2,2,1,NA,1,1,1,5,1,2,1,3,4,2,5,"",3,11,6,7,7,3,1,6,8,1,2,1,2,4,"4","NATAL","59075-390",2,3
"professor","generic","novice","left","Bernardo Teixeira","black","male",1,4,3,4,4,"R_zflf688ETaTEGNX",52,2,5,5,5,4,4,4,4,2,5,2,2,2,1,2,1,1,2,2,1,1,1,3,4,5,2,"",4,4,NA,6,5,2,1,3,12,2,1,2,NA,6,"1","Santa cruz cabralia ","45807-000 ",2,3
"police","corruption","novice","right","Hector Amaral","white","male",1,1,1,1,1,"R_ZI6WWiLJsCrKmFH",14,1,26,1,4,1,1,4,1,1,4,1,1,5,5,3,1,1,1,3,1,1,3,2,5,4,1,"O Presidente da República ",1,3,0,7,7,3,2,4,1,1,2,2,1,2,"4","Siriri ","49630000",2,5
"pastor","generic","novice","right","Olívia Mendes","black","female",1,4,3,2,1,"R_ZlU279aeJTiKoVP",2,1,5,7,3,3,3,3,3,3,3,2,2,5,2,2,2,2,1,1,3,3,2,3,4,5,1,"",4,3,2,5,3,1,10,11,12,1,2,1,2,1,"3","salvador","41385040",2,3
"professor","generic","politician","right","Cecilia Machado","white","female",1,4,3,2,3,"R_ZmM6M27r9DjdGxz",52,1,25,7,4,4,2,4,2,2,5,4,4,4,2,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,"Reforma total do judiciário ",1,4,5,3,6,3,1,4,12,1,NA,NA,NA,2,"1","São Bernardo do Campo ","09771-280 ",2,5
"captain","generic","politician","right","Hector Amaral","black","male",1,1,1,1,1,"R_ZmM7fnf3q8AELE5",29,2,25,1,4,4,3,3,5,4,4,1,3,5,5,5,2,2,1,4,4,1,1,2,3,5,4,"Racismo ",5,1,3,4,1,1,11,4,2,1,2,2,1,4,"1","Pedranópolis ","15630000",1,4
"office","jobs","novice","right","Cecilia Machado","pardo","female",1,1,1,1,1,"R_ZsjlyxY33USUTvP",25,1,25,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,1,2,4,5,3,1,"",5,6,6,5,5,2,1,17,12,NA,NA,NA,2,1,"4","Carapicuíba","6365760",2,3
"professor","generic","politician","right","Olívia Mendes","white","female",1,3,3,2,3,"R_zYUsEoYUQp3uJHP",32,1,25,3,4,5,2,1,2,2,5,2,3,4,5,4,1,1,1,3,1,1,NA,NA,NA,NA,NA,"saúde pública,5",3,12,6,7,7,1,10,4,11,1,2,1,1,4,"1","Itapetininga","18204720",2,5
"police","jobs","politician","right","Hector Amaral","white","male",2,4,2,3,4,"R_0ciN08FVSSSIwff",34,1,11,3,3,2,1,4,1,2,4,2,3,4,1,3,2,4,3,1,1,1,1,4,3,5,2,"O Congresso Nacional; O STF",4,5,5,5,6,2,1,1,13,1,2,2,1,4,"4","Cuiaba/MT","78058150",2,5
"doctor","generic","politician","left","Nicolas Duarte","pardo","male",2,2,2,2,2,"R_0eNWHloIBIzlYxX",21,1,19,3,4,3,1,4,2,2,4,2,2,1,1,2,1,1,1,3,5,1,1,2,3,5,4,"Educação",2,4,NA,7,7,2,6,16,12,NA,NA,1,NA,4,"1","São Gonçalo","24451-045",2,5
"captain","jobs","novice","left","Bernardo Teixeira","white","male",2,3,4,1,3,"R_0I0YXUCOhLV021X",3,2,16,3,2,2,1,2,1,1,1,1,2,3,3,3,1,1,1,4,1,1,1,5,4,2,3,"",3,2,0,5,7,2,11,17,12,1,2,1,1,1,"4","Ponta grossa","84032586",2,3
"professor","corruption","politician","right","Olívia Mendes","pardo","female",2,3,4,4,4,"R_0iDtbAyvBzdN7I5",46,1,12,3,2,5,2,5,4,2,5,4,4,3,1,1,2,2,1,2,1,1,1,2,3,4,5,"",4,6,3,4,1,2,9,4,13,1,2,1,2,11,"5","Campo Grande ","79097-200 ",2,3
"doctor","generic","politician","left","Nicolas Duarte","white","male",2,1,1,1,1,"R_0lIZHCl8vCZnlVT",8,1,4,1,3,2,1,2,1,1,2,2,2,5,2,2,1,1,1,1,3,2,1,2,3,5,4,"",2,5,NA,3,7,3,6,3,12,2,1,2,2,4,"1","Manaus","69.089-049",2,6
"pastor","corruption","politician","right","Bernardo Teixeira","black","male",2,1,3,3,3,"R_0TVyXNXrGfHne0x",34,1,11,2,4,4,1,2,1,1,5,2,4,4,4,3,1,2,1,2,2,2,5,2,4,1,3,"",5,1,6,6,7,3,1,3,7,1,2,1,2,11,"4","barra do gaças","78600090",2,4
"pastor","corruption","novice","right","Olívia Mendes","pardo","female",2,3,3,3,3,"R_0uJY7R01dg2GUkF",37,1,12,3,5,5,3,3,5,4,5,3,3,4,4,3,2,2,2,2,2,1,3,1,4,5,2,"",3,7,3,4,4,3,1,4,12,1,2,1,2,2,"1","Douradina","79880000",1,3
"office","jobs","novice","left","Bernardo Teixeira","black","male",2,3,2,3,3,"R_0VBTwkJFySd3JnP",25,2,7,7,3,3,1,1,1,1,3,1,2,2,1,1,2,2,1,1,2,5,4,1,3,5,2,"Educação e inclusão deficiência fisica",2,9,3,3,1,2,10,17,1,1,2,1,1,1,"3","Brasília","71500000",2,3
"pastor","jobs","politician","left","Olívia Mendes","pardo","female",2,2,2,2,2,"R_10OyFjaeAVcJLXy",38,1,9,7,4,4,2,4,3,2,4,2,3,3,2,2,1,2,1,2,1,1,1,4,5,2,3,"",4,12,2,6,7,3,10,17,12,NA,NA,2,NA,8,"1","Goiânia","74673140",2,5
"captain","generic","politician","left","Hector Amaral","pardo","male",2,1,2,2,1,"R_10vj5ZuUv6A0s4A",40,2,17,2,3,3,2,3,2,1,3,3,3,2,1,1,1,1,1,2,3,2,1,2,3,5,4,"A fome",3,11,0,5,6,2,2,17,1,1,2,1,2,2,"4","Olinda ","53090-435 ",2,5
"police","generic","politician","right","Nicolas Duarte","white","male",2,1,3,1,1,"R_11ao2EB0ByUgsVP",30,1,25,7,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,3,4,5,2,1,"Educação",2,9,0,7,7,3,2,1,10,1,2,2,1,1,"1","São Paulo","3164100",2,5
"police","corruption","novice","right","Hector Amaral","pardo","male",2,2,4,4,2,"R_11aTm8FEZLZuCS1",17,2,7,3,4,4,3,3,3,3,4,2,2,1,1,2,1,2,1,1,4,3,3,1,2,5,4,"",4,2,6,5,7,2,1,17,13,2,2,1,1,2,"4","Brasília","72650000",2,3
"professor","jobs","politician","right","Bernardo Teixeira","white","male",2,3,2,2,3,"R_11i8wWWE9CJYK8D",27,2,4,7,2,4,2,4,2,1,2,2,1,1,1,2,1,2,2,3,3,1,3,1,2,4,5,"Qualidade do ensino público",2,12,4,6,7,3,1,16,12,1,2,1,NA,4,"1","Manaus","69000000",2,3
"doctor","generic","novice","left","Nicolas Duarte","pardo","male",2,5,1,1,1,"R_11YjTFqMV4EzAy9",7,1,14,7,1,1,1,4,1,1,1,1,1,1,2,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,"Não ",4,12,NA,NA,NA,3,2,11,1,NA,NA,1,2,4,"4","Salinopolis ","68721000",2,3
"office","jobs","politician","left","Hector Amaral","white","male",2,3,3,2,2,"R_11ZqDxCfPBGymZi",5,2,19,7,4,4,2,2,2,2,4,3,3,4,2,3,1,1,3,3,3,2,5,2,4,1,3,"",3,4,4,5,3,2,10,17,12,2,1,1,2,4,"4","Niterói","24210050",2,3
"doctor","generic","politician","right","Isabella Nunes","pardo","female",2,4,2,2,2,"R_125ffvZ5WJhg8GZ",62,1,17,6,3,3,3,1,4,3,5,5,5,2,1,3,1,1,1,1,1,2,1,2,3,4,5,"A falta de vergonha do Congresso e do STF",3,4,5,3,7,2,1,8,7,1,2,1,1,2,"1","Recife","51030-360",2,6
"captain","jobs","politician","left","Isabella Nunes","white","female",2,5,2,2,3,"R_129oonSeUwri6G5",40,1,16,3,2,5,1,1,3,3,5,3,4,2,4,2,1,1,1,1,2,1,3,1,4,5,2,"",1,3,6,1,7,2,1,17,12,1,NA,NA,NA,2,"1","Curitiba","81240270",2,3
"pastor","jobs","politician","right","Isabella Nunes","black","female",2,3,4,4,4,"R_12AxHSQ9WpZpPRF",43,1,22,2,5,5,2,3,2,2,5,5,5,5,5,5,1,2,1,3,1,1,1,2,3,4,5,"",1,12,NA,7,7,2,1,12,12,1,2,1,2,2,"5","Pimenta Bueno ","76970-000 ",2,2
"pastor","generic","politician","left","Hector Amaral","pardo","male",2,1,1,1,1,"R_12bzlQg1DfGxKnm",16,2,25,5,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,4,4,5,1,3,5,4,2,"Nao",2,6,2,1,2,1,9,17,12,1,2,1,2,11,"1","Sao paulo","9931340",2,5
"professor","generic","novice","left","Bernardo Teixeira","black","male",2,4,3,3,2,"R_12nlg752uGzBa9t",3,1,5,3,4,2,2,2,3,1,4,2,3,1,1,2,2,3,4,4,2,1,1,2,4,5,3,"Educação",2,5,4,6,7,2,9,16,12,1,2,2,2,4,"4","Salvador","41650400",2,3
"pastor","jobs","novice","right","Isabella Nunes","white","female",2,2,2,2,2,"R_12P8N0FBe76UiNv",6,1,5,3,2,1,1,4,1,1,1,1,2,2,1,1,1,1,1,2,4,1,3,4,5,1,2,"",2,5,1,6,7,3,3,1,12,1,2,1,2,4,"1","Vitória da Conquista","45026-022",2,5
"captain","generic","politician","right","Olívia Mendes","pardo","female",2,3,5,5,1,"R_12PbDrcI6180YH5",49,1,17,1,3,3,1,1,1,1,3,3,3,1,3,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,"Corrupçao",3,12,4,5,7,1,1,17,12,1,2,1,2,2,"3","Cabo de santo agostinho","54580190",2,3
"captain","jobs","politician","left","Bernardo Teixeira","white","male",2,1,3,3,2,"R_12SBfH566hPMLYc",44,1,25,3,2,2,1,1,3,1,5,4,4,1,1,2,1,1,1,1,1,2,1,2,3,4,5,"",3,11,NA,6,6,1,1,4,12,1,2,1,NA,11,"1","Sao paulo","3121020",2,3
"pastor","generic","politician","right","Olívia Mendes","white","female",2,3,3,4,5,"R_12sdfKfiNpoysxE",2,1,11,7,4,5,3,3,2,3,5,2,4,5,3,5,1,1,1,1,3,1,1,3,2,5,4,"",4,1,NA,3,2,3,10,17,12,2,2,1,2,1,"1","Diamantino","78400000",2,3
"police","generic","politician","left","Cecilia Machado","pardo","female",2,1,1,1,1,"R_1BSgUCoIIgfKi3N",21,1,13,7,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,3,4,5,2,"",1,1,NA,NA,NA,1,1,11,12,1,2,1,NA,1,"4","Juiz de Fora","36085570",2,5
